,gender,age,id,became_member_on,income
6159,,118,3a17163978d94fb5bef1ad10a8da5818,02/09/2017,
6182,,118,12779c18e3ff4c42ba1f30973d9d4009,04/30/2017,
6185,,118,fabefc60ee364eabb634047a2d441e50,06/28/2018,
6190,,118,56874b6e64364c7384c7a4f82a8b5266,03/24/2018,
6211,,118,ec370a6f13d64a7fa3636c64a4c87781,06/23/2016,
6212,,118,f70d70344b9449ebab97431b71c6559b,12/22/2015,
6218,,118,dfbbde46bf20495cab5b37d4debaa6d9,11/03/2017,
6232,,118,0ed0e522069a41588b0fa35dfcb0fd5e,11/30/2017,
6233,,118,3763decc87ac45c0a2dd8d54a9aa7826,06/06/2017,
6235,,118,990b543afdc242edab401939688ddfc2,11/26/2016,
6250,,118,b3d98037346247bfb88ee5fdef080168,12/26/2017,
6253,,118,4a642bb858f94c869d1d7ed89ff4b152,03/26/2018,
6274,,118,b854f7297f9e4ecb9d02845941b87479,12/17/2017,
6287,,118,1b5ba45f9979429b8eb0454c46724a75,08/09/2015,
6294,,118,25e43e5144f8494b9e77c1ee72459b7d,03/18/2016,
6305,,118,edf1d100562f48898cb3f4d61e0c1c7f,06/11/2017,
6307,,118,d9952c05f5e045b5ae01147bf905bb51,10/04/2017,
6314,,118,41b149b89f654dcbbd9906cec1037a37,12/21/2015,
6316,,118,67c5378162d84c539292e3264eea8f70,09/12/2017,
6318,,118,ea68e3cbe9ad426096b500274ab02a9e,11/01/2017,
6329,,118,de6d949f1af74cd9b7176543a579a61d,10/31/2017,
6334,,118,333886b0d27746cf89aae5b203b66ba4,10/22/2016,
6340,,118,edbde592cd5e4cdea4af81a398866804,07/30/2017,
6343,,118,7789a7e2176645daa6f78382698cc587,10/06/2017,
6377,,118,d733b649392d44ac9bf43595a4ea6c83,04/02/2018,
6386,,118,6b3cad7e250740a185cf6430eef11325,05/31/2017,
6398,,118,d83de059930842498e10a1d832ab0f7a,11/19/2017,
6404,,118,44ee7090baf5466aa816d356fa832b73,07/19/2016,
6413,,118,3b9dc2695b804e1a86b17ec6576965bd,05/21/2016,
6417,,118,52d78eee53b94efe8dcb58c9ca3afce5,12/31/2016,
6424,,118,fec978ba6c9b4c719dd401cba3a077cb,03/06/2017,
6428,,118,b8d0a7b8dfcf46e6ab8a3f4f995a28a4,06/18/2018,
6437,,118,4bdef403ee494610ae612c81a87e634f,06/12/2017,
6446,,118,6b098efe833b45e49590ec30f64dabe0,06/14/2018,
6459,,118,e958c9d183914a008e7920b77f9da36e,07/15/2018,
6463,,118,fcdc2cfe8e1e4ef184bada6c84e0d0b9,07/02/2018,
6467,,118,48eb3f18d6b5411d90b7dee36741979e,08/31/2016,
6468,,118,3a77495843624aeba22214c6f9dca6c2,05/03/2018,
6485,,118,ac7651d3f0f24f789ad9b2c16451bafd,02/21/2016,
6498,,118,098acf107368478395b52818930d1bbc,10/04/2017,
6502,,118,e23c4f41de304fdb9b95c868849f9cd4,09/12/2017,
6512,,118,523fa396b537439e811c1b2f6dfaab55,12/16/2015,
6528,,118,d3c252891c324c628ce1383487e12492,11/21/2017,
6540,,118,4d3857fcab6344aca68ebe2eaffa32c0,08/05/2016,
6541,,118,f6a44ddfcecf4184b493489394c6b150,10/24/2016,
6555,,118,d082197413c04550b99d1fd1a53eb5c6,06/06/2017,
6586,,118,3b9c0f6ce8914161b23a0976c1b4cc38,11/04/2017,
6590,,118,13d4cf14f2ce47249b3cfb8a1128a7d1,05/01/2018,
6593,,118,6795e88d05b34521b4248c8d014d5609,03/10/2017,
6606,,118,356baf68c6264e4b9bde30a17d08c62a,08/08/2017,
6611,,118,8e7a22dd150f4ecea1a6be17be1d2381,05/29/2017,
6621,,118,4981971670534cb2924bae90ade36125,10/08/2017,
6623,,118,506f28f5c45245b9baacf69e35e42cf6,05/21/2018,
6631,,118,259049daa72f43b29bba5758db435f9d,05/08/2018,
6636,,118,2a06fdb4f40749cb8830973a99e9672a,10/21/2015,
6645,,118,ac0ba442fade4e9eb587feb5e408de99,04/06/2017,
6646,,118,0c55f7afe6a44b859a2344af100ec3f3,06/16/2017,
6671,,118,ab530a4ad78d491aad5ba506b45d35f7,04/10/2018,
6680,,118,62dd66d3bb1c4153b6126caa0a9f8235,07/30/2017,
6685,,118,80e4d3544687470a81974b67d6dfd7bc,07/31/2017,
6688,,118,b3b653c27e1d40139b88c05cedd25000,08/04/2016,
6723,,118,8d857a9497b94b83852a5b71568b5781,02/05/2015,
6733,,118,037334c596b849cc8f8004e4e663b005,05/08/2017,
6741,,118,b972e8204dfa438c852cab3a9f966a5e,04/13/2018,
6753,,118,7ee8a34e3f45439695ce127e1d96894c,11/12/2017,
6754,,118,f092d429217c4a18a2c326971bbc4b7e,05/07/2017,
6755,,118,9b65915d051b405dbc7d81464f943f3d,09/06/2017,
6756,,118,e06ce8ddf1c24f588a96bb269bb2601e,11/17/2017,
6768,,118,7a0f1a1c10d44463b5c5bf03048e30df,08/20/2017,
6776,,118,8548baf4011c4e8b848d19cbe4010cfa,03/24/2016,
6787,,118,20c22853b086441682af1fb7867e8381,02/06/2016,
6792,,118,20116a389d124791907f093f7d821ad4,08/24/2017,
6793,,118,99cae7986957410cb23cebba9054c97b,09/11/2016,
6794,,118,4c1ecfb16fab40e49431f48f9d0d3fbf,03/23/2016,
6796,,118,13bb9b5a8be748d6ae7ed5ad3ce902a6,12/01/2017,
6820,,118,19c41c1e8dc749c0922d4bc1756b24df,06/03/2017,
6826,,118,188555b1b0674d40b60c86f91fcd1afd,05/21/2015,
6839,,118,4149aac56c0b4732b0329762e50772a2,07/13/2018,
6850,,118,59f48fff1cda434b94c1349c9ecc4eda,02/28/2017,
6852,,118,55811043f42641c592b33636df6ce68f,11/07/2017,
6854,,118,b116182f9e4340289333ba742a1d53a1,09/01/2017,
6855,,118,13f008569291473d95738e89ad15345d,02/28/2018,
6859,,118,92c64373cec54b3aa85401d0c2134893,10/30/2015,
6871,,118,0193c118afe84208b33ffeb1dcb277d8,04/27/2018,
6880,,118,f17b345f640d4b2aa68329b81a6139a3,08/22/2017,
6909,,118,70d5c21942ec4302b6d83794e92f3a62,08/02/2017,
6924,,118,cda8ba00df9e49c3a3a5d318ee4ce9e0,01/13/2016,
6948,,118,71dcdf175893482cb9d00762e20939c0,11/30/2017,
6951,,118,de7b9f9bf7da44c1a540895e1f875189,02/10/2016,
6954,,118,b97d7d26a98e4df5861866ccd493fbb4,01/20/2018,
6955,,118,3bfb10e9ca4f4e6292425d16c0c1cff3,09/04/2016,
6967,,118,a51f13b1321a4f6ea94788c442a4a6d9,09/19/2017,
6971,,118,be5cfa1a3ec24c46847b4ec8cbb039bc,09/11/2015,
6992,,118,a478d4a399874c789cbf3b478220fd68,10/27/2016,
7009,,118,dfebfdd6cb024279b1f8844476a789d5,10/23/2017,
7015,,118,0223ed57fef54575ac0b256937dc68fa,06/24/2017,
7030,,118,d7f4f015cefd445ab7010094d63b7ee6,05/13/2016,
7036,,118,9990c2cbd54c43589f79191b730612a9,08/04/2016,
7042,,118,e97c1954386a4970af65db780360ec50,02/19/2018,
7044,,118,29886d76e4264150923c4be1bbe4559a,03/18/2017,
7061,,118,3629e20bb15a4d61a1f5bbf9d138c8f4,04/13/2017,
7083,,118,05f7979ead604ba1947685f603023b1e,06/10/2016,
7097,,118,d20e62e676c24f79a5bc82902dccd44c,05/26/2017,
7102,,118,86600e17f95b4584bfd043830d703f0f,05/21/2017,
7113,,118,7d73d95883dd470ba1a77593c349b422,01/13/2018,
7130,,118,9085ad083d7f4433809dc613de17062f,07/18/2016,
7133,,118,9bf243bbdc364f2a8efc698555cfc1d9,02/12/2016,
7165,,118,027561a162a54d86b6d45af5071c4d27,11/21/2017,
7166,,118,0ddad59124e745d98d38210400400a97,09/17/2016,
7181,,118,adf921d115964c47b48679b6fdc397ed,07/05/2017,
7190,,118,4c19725ad72e4f03ba46647f72ffe664,09/08/2015,
7203,,118,4ea6324f760d40b3bd6b44d660e7bf1c,10/02/2017,
7204,,118,6c6fe42e0cf24caea7142531a84d15ca,07/19/2018,
7211,,118,e3ae7c08c05341248cbbcd5860544cff,12/21/2015,
7214,,118,16ab296128eb4aa6b0aac9368dafcf36,09/01/2017,
7226,,118,0637650fd20f4bc2a7b416f44f9383d2,01/10/2017,
7236,,118,6b28e0d31bb24ddaaef48c008414d1cd,10/11/2017,
7260,,118,8490563e978e4707b584e35ad1d56125,11/17/2017,
7262,,118,e6adbf61edaa4da98204c3819b20ca74,08/14/2015,
7282,,118,1d4bff5c11bc4b51bb6c8d686b9135e6,08/27/2017,
7301,,118,fa0441a827ee4834aac5d92d4fc1ff94,02/11/2018,
7310,,118,acbf2ca8dbda4fa2a987c1414c2ae23e,10/27/2017,
7314,,118,1b72ba4f73a54e6382f1a5eab5342bdc,03/02/2018,
7327,,118,b04ad520e0034a90b22692a292b2418c,04/21/2018,
7330,,118,65735fb268014e03be9fd6527140e971,08/29/2015,
7332,,118,31eabd0ca6dd480c85dbdcd71dddff38,03/11/2016,
7353,,118,1820183da493419599d98809e3308bae,03/15/2018,
7355,,118,c18ee5e404f04774a732fdeb41e2f372,05/29/2018,
7363,,118,3a793ab870584ccaad845cd2c07db3a5,12/02/2017,
7365,,118,d00beaf31d7d4811a9f9be1556c2070d,09/11/2016,
7369,,118,4eca422e157f4ad28187fb8e7a7a5bf1,08/17/2017,
7371,,118,b5b6575eddbd4e36864298a49b1b8f5f,01/30/2016,
7386,,118,b1e18f93038f45c7ae46bd835ac8c9f0,12/25/2017,
7394,,118,6379bef5386544d1807046390f445653,03/29/2018,
7398,,118,a0b844ea1288468db971d33905f0bb59,08/03/2017,
7400,,118,1cea9d080f954162be68dad85af77fb6,11/19/2017,
7402,,118,eb59ef472638401fb00a44378b74f57b,06/13/2018,
7405,,118,6dc73c7a96a944b3961e68e3776c46c6,04/12/2014,
7413,,118,ed652dee45c042cc99eb591f2f210b65,04/26/2016,
7424,,118,bad69fdbfd2c48dc9d12b012000dafb6,01/15/2018,
7425,,118,0d9b73ed8868407e9fc6537bf08f1610,02/23/2014,
7426,,118,b1920fbdbdc64f8db2a435764dcb8501,12/20/2014,
7427,,118,85ac3a2ded9c408694e4ab04513265f8,06/01/2018,
7441,,118,aaef2ef4d56848d496b6aa61f143f699,07/03/2017,
7451,,118,3683407f9b804a4fbe4c1d861592d644,08/17/2017,
7455,,118,ed1dc821bebd4d97ae7239ff25d85914,09/11/2015,
7472,,118,2971cf5dd52346c08e7d74b179a334c5,04/20/2016,
7474,,118,4ac337fb97b547e79435570b32da7688,04/15/2017,
7479,,118,cf61dbadb9f840d0bd8fd8ad7d3d26c8,01/01/2018,
7480,,118,f287ae5f79c545ad8b07abc656ebd59b,06/27/2018,
7483,,118,8e78ecc6a7eb4c06a4a761b17a0e165d,02/18/2018,
7495,,118,62d62b276f924bd4a5c2d97a39a68711,01/29/2018,
7496,,118,e2bd9012ec07465989eacafdc5fb7450,12/31/2015,
7521,,118,e54dd32160dc4ce096d5799d6b2b0930,06/16/2017,
7524,,118,458948f0113741a59542de1c18d1f16f,07/06/2018,
7534,,118,b709b164f64d4af58d28e601575bf48b,05/16/2018,
7540,,118,680fa93d47c14cac99128972256f9265,09/15/2017,
7551,,118,ec8130a7e6a742b2ad0a6c7c4cc2fc25,08/12/2017,
7560,,118,48dc31ff62de4f1bb18fea349c678851,11/14/2017,
7572,,118,e5d17d8549544c19864a9fc8080991c2,04/26/2018,
7575,,118,74aeed36262c4e8a833f5ee579b2fcd3,05/06/2018,
7606,,118,c73f6f47f67444cba238986e2ea429e1,12/18/2017,
7607,,118,39e6a566d6d54b7b844bf7753df3f958,07/05/2018,
7619,,118,9cd7a066d2714751a1b082d2892257ef,11/13/2017,
7620,,118,b64fdf87a8424569ab616686c1c48641,10/17/2017,
7636,,118,76b08a64a5cb4a439c8d5380b9fbb11f,06/10/2017,
7639,,118,153cf6a1edbb4495abee2dbcd3888a95,02/12/2016,
7640,,118,ef49a544a5a24741b121937d374f0c34,03/01/2018,
7641,,118,90eb7527cd1246239be019df93f165bb,09/10/2017,
7646,,118,2d6157e5b11646968a5c5062f4fde730,10/07/2015,
7652,,118,d5e02fe3c03544e6b476a205643aac92,12/25/2017,
7655,,118,635ec8e630f1498f9df91b2ec584c144,10/26/2015,
7659,,118,3aaa8852b90d40c79af6e5791e6c87b7,01/12/2018,
7660,,118,bdca290345e44bd58c27f88a3c8466c9,02/25/2017,
7688,,118,bc7d3d93fced4768b565f7a3d812c331,08/09/2015,
7689,,118,437a4ab3109c4deca9291c04b4bfa48f,07/27/2017,
7693,,118,1b667a302203459bb846c430ce1b1bba,02/18/2017,
7697,,118,c3174ea1e54e493e891c8615885384ce,12/01/2017,
7700,,118,21235376597f4d94af106ebba288304c,09/12/2015,
7704,,118,dcd1cd7325824551abff5eab7f97a0fe,11/25/2016,
7707,,118,cf3470c79dd24e8386b0053fd9b5c33c,04/13/2017,
7708,,118,2ea50de315514ccaa5079db4c1ecbc0b,12/18/2015,
7718,,118,b7a301df0757469780319173d04a42fb,01/29/2018,
7723,,118,a67ec25ff5d347848636367c636362ed,03/14/2018,
7744,,118,756096c0cb1c4ae7a86143ba4765a58e,08/10/2017,
7745,,118,e580c664a36342a09a98ed49dad43130,08/08/2017,
7752,,118,a1402a6f6b7d431c96cd1a238faa6a0c,01/02/2016,
7761,,118,3ac3979cdcb24418b4cc8010d2725624,07/22/2017,
7764,,118,b9079c08178248a2a3c7409ee65c33a5,04/16/2017,
7766,,118,c70d85b0459548ccbcbba921b40ed21c,09/09/2016,
7767,,118,14b3c3a8b314464a9daf8354ed6dd560,08/09/2017,
7775,,118,823c2c6f40674959920f513ed48a54f2,01/25/2017,
7778,,118,ace6a4442ea1445195f2b27a1dc43512,12/11/2017,
7814,,118,3d55f046a320408db9a88be59acc19cc,08/17/2016,
7815,,118,487f3e1448234687a88019ced64fcf9c,01/02/2017,
7840,,118,4713f6c6302741c58dcf928f40b1179f,02/02/2016,
7843,,118,6622080e3f134a41b6c5c869b634042b,07/07/2018,
7860,,118,70d11cdff70d4e7a9cb5d11cac23a88c,12/20/2017,
7861,,118,ea4c546165004ebf99bb9bc951b15ada,06/05/2016,
7867,,118,0106d19a26af41288035afc4b9b6c2c2,05/03/2016,
7878,,118,39be4bd11a7c4ae7a4cdf42eab5d2192,02/17/2018,
7885,,118,b635cc878a1d435faac686ade19d2c43,09/13/2017,
7887,,118,4c147fb158cd4bd7abcd9775dd40c5ee,09/18/2017,
7890,,118,19d1a0f6f21a4bc4a83b2be6a6ff60ad,01/20/2018,
7894,,118,7f34389be79746aea515fb6980602999,10/28/2015,
7895,,118,1f8edcea5f434db3b9cb6fe79d80ce80,11/11/2017,
7906,,118,39145fee7c1240469a46bf939fb8370c,02/20/2018,
7910,,118,1addca86e9834447824e810a4834934a,04/23/2016,
7922,,118,b881af3e6e8549bbb8c2dfc4d230af8f,05/15/2016,
7930,,118,959eeebd30b44880bb6ea7934d7876fc,06/07/2016,
7932,,118,0f947d450cb4409b8084bb342cfc895e,06/04/2017,
7934,,118,ecb591a8efae462c9f24f5a36aa4a541,12/26/2017,
7938,,118,bd9f24eaac154993acd0c656ca04d58c,11/13/2017,
7945,,118,5d587e7ad70c45acb4b338578e16dfdd,06/24/2018,
7946,,118,9893136dc7e4493c834bf29d2c90b4b5,12/03/2016,
7958,,118,ab11f24759c04a0facd349956aea364f,01/01/2018,
7962,,118,da2ceca6f14d44ab94aec06c254435dc,08/01/2017,
7966,,118,e271bc8893e04fd2bd70d73127b29d7c,08/18/2016,
7968,,118,f0ef63b28f2540fe811b8d9935ec61f5,08/10/2015,
7976,,118,73614a26789a49daa79dcc26664c1b72,11/24/2017,
7995,,118,2db5a3aee6e1416dbc9c90cc41e30342,10/14/2016,
7997,,118,631b3ebd660243df8069c49d4c37f836,04/11/2016,
8003,,118,a1dbe018487941de84770ee75729c014,09/26/2016,
8008,,118,640ba8b8068043abb9c6778f8c671950,09/02/2017,
8015,,118,fbbdb729d8694f48993e3af217b69a19,11/07/2016,
8017,,118,72a82722020446ff8ccfb25825a048ff,07/16/2016,
8032,,118,0e16e7aec2f5499999439990a56e2ddd,11/16/2017,
8034,,118,2d89a01a8c14465ea44f7167ead0811c,09/06/2015,
8035,,118,e4c54d2577784732be86db6ca9692e9c,04/24/2018,
8060,,118,6d8add6a25974650b5f03c781d172314,03/06/2016,
8061,,118,c9ca9319c2fb451e998ad6325bcac419,10/07/2017,
8066,,118,24ed163d8e0d467fb01eda3d6fd78528,09/20/2013,
8071,,118,fc3444ae44044a218e160522f7de8d8d,03/01/2018,
8072,,118,d78f91c4f4c149968de04369adc5c4d5,04/03/2018,
8074,,118,bdb10049fb154a558df75400bf32afcc,10/12/2015,
8077,,118,31d6a951d92b407fa8fa127aa0bf0e7e,04/24/2017,
8087,,118,9b7880f5980b4df8bc3d3a7f895f6174,12/13/2016,
8101,,118,d3eff45e6f15467a9a89f236f2264d61,11/08/2015,
8107,,118,50d35e3fd33b472791c6cb08e62fadbf,11/21/2017,
8112,,118,f5c27c06d9e04d3281ae92323f98d3d7,06/04/2018,
8116,,118,cc9cc688903c431e8fa18db43ea4cb3b,10/17/2017,
8126,,118,264fdf78a4f240bd981b122ee31a9e2d,08/11/2017,
8132,,118,d786de82599f491c8f57abc3a166819d,09/22/2015,
8138,,118,8f357eea66dd47e7ae3f5c59024f391c,03/12/2018,
8139,,118,73c1ea7bacde40a294d66d4be891cc21,04/13/2018,
8143,,118,04c769db13764e6784ecd8e3fc25e207,08/04/2017,
8150,,118,e663954f1ef84059addf01061b9ed576,03/19/2017,
8156,,118,c2a9b079816a46e79664ae0fe5858167,03/17/2017,
8170,,118,1bfe13d2453c4185a6486c6817e0d568,09/14/2015,
8190,,118,1184d2054c9c44c9adea0068d8bdd508,12/16/2015,
8193,,118,acbcfbb35f8b4842924d1f6f0021c75e,04/24/2018,
8194,,118,0f9b11a3bcde4537aab7f8560460096d,04/16/2018,
8195,,118,b563a1c0de4742a39825b80a3d068edb,08/10/2017,
8201,,118,3bc207e9e6094bac989a24489c370765,09/03/2015,
8203,,118,faf571cbb7ea463bbf160a1d2e8b4652,04/05/2016,
8218,,118,51e96c98377740eba8cd99acf4962b11,02/04/2018,
8222,,118,53c2245d35e74b6d943f984281985f07,12/27/2016,
8248,,118,a6e47aca03fa4d22819b604e5d9767f3,05/20/2018,
8249,,118,bfbb2bd21f3c41488c7f80b70abffaab,09/11/2016,
8256,,118,2f99a66263ba4f9ca0451bd2aee07c63,09/23/2015,
8260,,118,a9c89c0882154db68a99adcf81eac27e,05/01/2018,
8271,,118,9c74d4f8a51346d284244ea2e01a7f14,06/27/2017,
8284,,118,3f485c1653a24d879f5e57a1e33e0b99,04/26/2018,
8298,,118,31bf20236dda4f92b15153c439352a25,04/09/2018,
8301,,118,ba4804df03434481aa9c462bf862e452,04/15/2018,
8302,,118,1e969272f7ec4bb7b66337659c63b309,12/24/2017,
8303,,118,676bfe9f45fc438380595f3851b507a7,05/06/2018,
8311,,118,b82684c4183e46028854b30de1c3931f,08/19/2016,
8336,,118,f49f313a4a434c1fa4cfec2a78416f5b,08/14/2017,
8340,,118,c65086b345504ed398ffa2ed28e13d51,11/09/2017,
8349,,118,37c436d96cab41a989b7ef421817c3e9,03/28/2018,
8357,,118,85ba695920eb4109ab70f17385ed590d,04/16/2017,
8358,,118,2827bcfdcb7647c3bef3f6dac65510fb,09/07/2017,
8360,,118,84ddf964f6e3463dbf3fee327271020f,08/10/2016,
8361,,118,faa54e7c75cb4893a6f5adf246826830,09/20/2017,
8376,,118,7cd76249602d4423b9f7a30d26bb0637,03/24/2016,
8380,,118,dcaa296e94ea4a6fb08347bd4e0bd35c,09/12/2017,
8384,,118,aade42d4728748d5b913c25b2a11124d,09/03/2015,
8394,,118,fe1122a36f5e462f82d489c65609408b,01/16/2016,
8402,,118,5135913f61fa4f15b35c45c01ab9fab3,03/10/2016,
8407,,118,3875346b26564dca901b59e88ec5b5a5,03/14/2017,
8422,,118,28cded7dcbaf492f8b61b7ff56348b34,12/06/2015,
8428,,118,99b4441ad4854f8bacafdf641eeadc7f,10/22/2016,
8430,,118,763fec6028f044a0ad4d5864b32cef46,11/04/2017,
8431,,118,1365260bd9584dd49b91e6b650915e7e,01/22/2018,
8440,,118,b9f6572096dc47a5bb427f9957909735,07/19/2017,
8452,,118,649b354e168c4a0a9dfaad9770f97f29,02/16/2018,
8457,,118,72d7b9fa3b144cb488b079ac6aa9593f,09/30/2015,
8460,,118,6931b2e538b840ed9da1e7fb31c1921d,09/28/2016,
8461,,118,999338157fd54f639b089cef0038e06a,01/02/2018,
8464,,118,5532c646415b468c8c12e837f3a908e1,03/31/2016,
8465,,118,def0d82517df47a38cb602a587426d63,08/21/2017,
8467,,118,991386e4c20041428093919ed3c8f2ba,06/19/2018,
8492,,118,690deebf33ba4269a28a33698417007d,04/20/2018,
8498,,118,3b15fc09f2294913802251fe9b5d3982,11/27/2017,
8504,,118,b6698b7f69fa401b8e9c0d306e6feff9,04/01/2018,
8509,,118,8b2f2e39490040d5b8b5632ed9cc849d,02/24/2018,
8513,,118,c4e840f6afb043a99781ce5a55cab241,11/09/2013,
8514,,118,717f8ad897cb4d5fb513155a19e1bcc2,10/19/2016,
8521,,118,b051e72ad670468a97045248952e3b49,01/16/2018,
8524,,118,cee500696e6d422ab8e6d601dacaaaa8,01/13/2018,
8531,,118,e3d502f1c7264d58bf8dcb864360970b,09/26/2017,
8541,,118,2f0882cf6b52466c9f6a39aeb568704c,12/18/2017,
8565,,118,c77659a28bf84aaa95b1ca4bbb2b56d0,01/29/2017,
8566,,118,360e618ae997467facebe048c2cbb8e0,03/23/2018,
8584,,118,7a1eda9ab570490688846e6866d001b5,10/07/2017,
8592,,118,ed05efcd8e7a49ef835fa6c1c29247a4,02/12/2016,
8595,,118,2025ca2bf1d44eb7ab56cda9f6c52db8,12/01/2017,
8597,,118,950db5a5bd404790ae659a5362d5e8c6,06/16/2018,
8608,,118,bc88b91f550e4f919f0f36ed5c889d2f,06/17/2018,
8611,,118,a0a2329e4e9f439d8ed9f6a022806421,05/04/2018,
8613,,118,2417aac9e1fe4d398783f319a29bd5be,04/20/2018,
8617,,118,cb52720b765541b39caa1b7401efcb6e,07/26/2016,
8622,,118,cc59216feb104537985779fdcd175197,07/14/2017,
8649,,118,dacf98c8c33a41cb8594133ce622199c,11/29/2017,
8654,,118,01e91c5bc14148b2a4de0ce819e4c500,04/24/2017,
8665,,118,cc961a6ad5dd43008e8e6a17d65604ea,10/24/2016,
8682,,118,fc97abd51e2d4c1ab6f42676aba3583d,05/08/2016,
8691,,118,6b561a0e033d41ddbcc559505e50f6fd,04/28/2017,
8712,,118,21352f8c1ebe43feb6f647ce319c19e3,01/19/2018,
8713,,118,0c96e5392702403b8db72f8781784abe,07/20/2018,
8715,,118,4e22b76b899443baa4999b85cbdcec21,08/25/2017,
8719,,118,e8455f1620994465a0d8e590dfe8f9c5,07/30/2017,
8728,,118,b51ff766c190452790e95b8066264e80,05/14/2018,
8734,,118,eeed22e7944b4eacb50866dc064a0f1d,11/20/2015,
8738,,118,54aa758fd0fd41c681dee0744ce34f14,11/07/2017,
8753,,118,6e71d501eaa34b1b9d823a50a8284ece,05/13/2018,
8759,,118,cef650e03a4f43f7ace1747ce2d34a76,02/12/2018,
8762,,118,5db2207d5a194b81b986f37107ef63f7,11/17/2017,
8768,,118,a63cacafb3d24dca87a5d86d88a13dd7,09/23/2016,
8773,,118,21a2ab1c45bb487d8cd7d4265337e287,12/16/2017,
8786,,118,87938e5b7c724a29aed1057ae7aa02bb,02/16/2018,
8796,,118,23662b3a42f64b17a19111b49bfebd71,07/09/2016,
8797,,118,51a4af0580924c0ea6f5cab46c5154ce,05/02/2018,
8798,,118,43a31114ca23410e9b13e09ef9263cf4,01/25/2016,
8802,,118,a4203c74650c4942927d4d82f00688d6,11/18/2017,
8807,,118,9a57286ccc1b411fbed27247503dc1a5,05/18/2017,
8811,,118,cafb4a8e15954efc83973d2607e5b66a,01/08/2016,
8813,,118,b447ba6643bb49a585413cae3fb30a3f,09/22/2016,
8815,,118,b2dac65b914c4e8daf79d00e8da11f90,12/29/2016,
8817,,118,b027423ac3f44c6f9cafc028233fc993,10/29/2015,
8821,,118,abaae4fc298b48dd916955fb6e51f5d1,12/05/2016,
8834,,118,189c743e2b444c45a06c29c07ac9c47b,08/22/2017,
8836,,118,724384e51b674088ad22a0ed69405c02,04/09/2016,
8838,,118,101cb7cd41fb4aca81bc57af7c61b9ac,04/02/2017,
8841,,118,df92bed816f64d2a812de2cd812a4656,01/08/2018,
8862,,118,fe27dce549754253948b81514d2408fd,09/16/2017,
8868,,118,c0bd78afa1dc4ab6a0e937465fca7e6b,01/20/2017,
8872,,118,c32383e2722546dda6014d870ee24775,01/31/2018,
8877,,118,06f7365ea14649b4a54935bd2fa6f5e3,06/26/2016,
8887,,118,f18e0f9ab7074feb88615a5534b1d8f2,05/20/2018,
8896,,118,a855e5bfef6f4faca5399b09e613db19,01/25/2017,
8898,,118,f332bf90ca5a4029afcb298a02ca7ad3,11/06/2015,
8930,,118,279318c88a9e451084f9c59a827f21a7,10/04/2015,
8941,,118,116b28e2983c44039eb8b20292742c94,05/30/2018,
8950,,118,d16403ad52be42c18ac748776dad8b17,02/19/2017,
8951,,118,928bb18c19d14eda9eea213a4ec94360,02/22/2018,
8957,,118,4363de49f81748e8979fe15f072765b3,03/07/2017,
8961,,118,8c20d3c8e4ef4ad997923937a2637851,04/05/2016,
8976,,118,169bbd7e0d224a4aa056495c8629dd0b,05/15/2016,
8989,,118,8b12ab28bd434453aeafd30fe6dfd7c1,12/04/2017,
9001,,118,6ceaadc496204beb883e5fd9e2da7ae7,01/14/2018,
9002,,118,4f02999a3969418f9d5a5f0e26da560f,08/15/2015,
9006,,118,0c2f0f0606384933a1d47dcc022bee2e,07/26/2017,
9010,,118,7440289df83149598c81f89fdcc9c51c,09/07/2015,
9023,,118,37ca07481c124d98ac1eaca5ee1f4146,04/07/2017,
9031,,118,c0fcc9ca74a74f448cb2f12de0ef3919,01/29/2016,
9043,,118,8325ee2e90034acc83c5aa607b47d5d9,01/08/2018,
9044,,118,8778b4fe9ab94f04888cbac6b883b406,04/16/2018,
9048,,118,81c0582ea9ba4d8ca9ef401031694569,01/04/2018,
9057,,118,9b0f5580dcd8430db0dcac0f1dca723c,10/15/2017,
9065,,118,2bc488b1838449ebb5550f7772483a4a,12/08/2017,
9080,,118,44bc885489ce416cb560bba9b4b23d0e,02/14/2016,
9085,,118,59557495e3524b08ba670f8d93b1d51a,10/10/2017,
9096,,118,bbac698d05484da5930ea209dda9c087,04/18/2018,
9098,,118,1b0aefbe38e04590808dc375e92387ce,05/21/2018,
9111,,118,02d2c404f19440ff9038c0d60a695cbd,09/18/2017,
9116,,118,1d02e70963a6471c9fe05962b0766d32,03/25/2017,
9121,,118,ce8b82092e674393ba1c9a03f30d4551,01/06/2017,
9134,,118,33f539b4b48e4122b8167955dac0a21f,12/25/2017,
9138,,118,5b1d549a82fe4688857a5cdaed83d5a1,09/01/2017,
9149,,118,aef581890b724d55bb806394eb7e76e7,05/23/2017,
9184,,118,ee774ac3e943426393dcc219afde60de,02/19/2016,
9190,,118,0100dbd4e8554aa69b73b6ac0547f6bf,12/28/2017,
9193,,118,92672133d37c4d9ca17e23d40f870017,11/27/2015,
9196,,118,733a911a89674d74875a2f6940b0e4ef,06/22/2015,
9197,,118,856a6b35bd6d428591546ccea00cfb29,01/22/2018,
9205,,118,092e0c1da23a48f3bc18627d390e83d5,12/22/2016,
9207,,118,a1fecde30e6842178763eaabe1d77b2d,08/28/2017,
9221,,118,193c5e1694774171aed21630226e1147,10/19/2016,
